frame,left_hand,right_hand,left_bbox,right_bbox
frame_000001,"[(853.5768432617188, 738.6260375976562), (857.3308410644531, 740.2036437988281), (858.9531555175781, 739.4107360839844), (860.6845092773438, 738.0422668457031), (863.4614562988281, 736.963623046875), (863.4614562988281, 736.963623046875), (871.6788635253906, 737.7880554199219), (876.7848815917969, 735.9918212890625), (852.6133728027344, 717.5366821289062), (908.9653625488281, 739.7802124023438)]","[(1277.7542724609375, 756.8211669921875), (1285.1738891601562, 767.1932067871094), (1285.73095703125, 773.4778442382812), (1285.6107177734375, 778.9259338378906), (1285.920654296875, 784.3831787109375), (1285.920654296875, 784.3831787109375), (1298.2113037109375, 792.6167907714844), (1296.6367797851562, 796.0636291503906), (1208.7081909179688, 767.3031921386719), (1349.8826293945312, 818.1763916015625)]","[(686.6898803710938, 554.8359985351562, 333.77392578125, 367.580078125), (687.8117065429688, 552.5091552734375, 339.03826904296875, 375.38897705078125), (688.3796997070312, 549.5079345703125, 341.14691162109375, 379.80560302734375), (688.5660400390625, 546.8405151367188, 344.2369384765625, 382.40350341796875), (690.4852905273438, 544.4743041992188, 345.95233154296875, 384.9786376953125), (690.4852905273438, 544.4743041992188, 345.95233154296875, 384.9786376953125), (697.7317504882812, 541.922607421875, 347.89422607421875, 391.73089599609375), (703.0704956054688, 540.36572265625, 347.42877197265625, 391.252197265625), (691.9025268554688, 536.89599609375, 321.42169189453125, 361.2813720703125), (726.5122680664062, 536.281005859375, 364.90618896484375, 406.9984130859375)]","[(1090.772216796875, 577.5811157226562, 373.964111328125, 358.4801025390625), (1094.29248046875, 582.2523803710938, 381.7628173828125, 369.88165283203125), (1093.7005615234375, 585.1209716796875, 384.060791015625, 376.7137451171875), (1091.078125, 588.0276489257812, 389.065185546875, 381.79656982421875), (1089.9515380859375, 590.9718627929688, 391.938232421875, 386.8226318359375), (1089.9515380859375, 590.9718627929688, 391.938232421875, 386.8226318359375), (1100.3099365234375, 593.5322875976562, 395.802734375, 398.16900634765625), (1099.4459228515625, 596.8335571289062, 394.3817138671875, 398.46014404296875), (1038.6856689453125, 591.8895874023438, 340.0450439453125, 350.82720947265625), (1136.127197265625, 604.1873779296875, 427.5108642578125, 427.97802734375)]"
frame_000002,"[(851.3604736328125, 716.5596923828125), (855.1607971191406, 718.1755676269531), (856.0420227050781, 714.9876403808594), (862.9974060058594, 715.7414855957031), (862.9974060058594, 715.7414855957031), (867.4659118652344, 716.5570068359375), (870.2120666503906, 710.521728515625), (878.7695617675781, 711.3607330322266), (892.1917419433594, 728.0316772460938), (900.1152038574219, 712.3726043701172)]","[(1277.5368041992188, 743.417724609375), (1284.5370483398438, 753.4995727539062), (1280.5075073242188, 755.5548706054688), (1292.1160888671875, 763.8127746582031), (1292.1160888671875, 763.8127746582031), (1294.92578125, 771.4511413574219), (1285.0686645507812, 768.5976257324219), (1293.4613647460938, 774.182861328125), (1333.3072509765625, 812.41259765625), (1303.8618774414062, 789.3990783691406)]","[(674.7821044921875, 522.0882568359375, 353.15673828125, 388.94287109375), (676.6690063476562, 519.8257446289062, 356.98358154296875, 396.69964599609375), (676.5543823242188, 516.3860473632812, 358.97528076171875, 397.20318603515625), (680.9636840820312, 513.7826538085938, 364.06744384765625, 403.91766357421875), (680.9636840820312, 513.7826538085938, 364.06744384765625, 403.91766357421875), (686.5009155273438, 512.1021728515625, 361.92999267578125, 408.90966796875), (687.5541381835938, 509.6004638671875, 365.31585693359375, 401.842529296875), (696.3884887695312, 507.3286437988281, 364.76214599609375, 408.0641784667969), (707.3276977539062, 506.88726806640625, 369.72808837890625, 442.288818359375), (714.6034545898438, 506.7315979003906, 371.02349853515625, 411.2820129394531)]","[(1098.361083984375, 571.4502563476562, 358.3514404296875, 343.9349365234375), (1102.7496337890625, 576.2893676757812, 363.5748291015625, 354.42041015625), (1097.56787109375, 577.4503173828125, 365.8792724609375, 356.2091064453125), (1104.88916015625, 580.6093139648438, 374.453857421875, 366.40692138671875), (1104.88916015625, 580.6093139648438, 374.453857421875, 366.40692138671875), (1109.2796630859375, 584.4382934570312, 371.292236328125, 374.02569580078125), (1096.93505859375, 585.3788452148438, 376.2672119140625, 366.43756103515625), (1108.1849365234375, 586.9564208984375, 370.5528564453125, 374.452880859375), (1137.492919921875, 600.454833984375, 391.628662109375, 423.91552734375), (1115.1536865234375, 599.89990234375, 377.4163818359375, 378.99835205078125)]"
frame_000003,"[(853.0029907226562, 692.7161102294922), (859.9597778320312, 692.5563049316406), (863.0439758300781, 691.5616760253906), (863.0439758300781, 691.5616760253906), (861.3207397460938, 689.0818786621094), (875.0996704101562, 690.7234039306641), (886.7247009277344, 691.0059509277344), (897.287109375, 700.6815490722656), (909.3205261230469, 695.0354614257812), (909.3205261230469, 695.0354614257812)]","[(1262.3187866210938, 705.9040832519531), (1274.6317749023438, 712.78564453125), (1275.0399780273438, 716.9875793457031), (1275.0399780273438, 716.9875793457031), (1258.567626953125, 718.9443359375), (1279.6005859375, 727.9088745117188), (1297.1453857421875, 732.945068359375), (1311.0552978515625, 756.697265625), (1314.454833984375, 751.9854125976562), (1314.454833984375, 751.9854125976562)]","[(666.7373046875, 486.6842346191406, 372.5313720703125, 412.0637512207031), (669.2318115234375, 483.751953125, 381.4559326171875, 417.60870361328125), (672.5609741210938, 480.98834228515625, 380.96600341796875, 421.14666748046875), (672.5609741210938, 480.98834228515625, 380.96600341796875, 421.14666748046875), (675.0020751953125, 480.0111083984375, 372.6373291015625, 418.14154052734375), (683.2978515625, 478.3118591308594, 383.6036376953125, 424.8230895996094), (692.8410034179688, 474.30810546875, 387.76739501953125, 433.39569091796875), (702.556884765625, 476.03839111328125, 389.46044921875, 449.28631591796875), (714.9223022460938, 472.97991943359375, 388.79644775390625, 444.111083984375), (714.9223022460938, 472.97991943359375, 388.79644775390625, 444.111083984375)]","[(1080.855712890625, 531.08837890625, 362.9261474609375, 349.63140869140625), (1086.530029296875, 533.7596435546875, 376.2034912109375, 358.052001953125), (1087.5419921875, 535.5090942382812, 374.9959716796875, 362.95697021484375), (1087.5419921875, 535.5090942382812, 374.9959716796875, 362.95697021484375), (1078.00439453125, 539.3262939453125, 361.12646484375, 359.236083984375), (1090.97412109375, 543.2960815429688, 377.2529296875, 369.2255859375), (1106.3060302734375, 542.561767578125, 381.6787109375, 380.7666015625), (1117.2674560546875, 556.0078735351562, 387.57568359375, 401.3787841796875), (1124.3828125, 554.850341796875, 380.14404296875, 394.2701416015625), (1124.3828125, 554.850341796875, 380.14404296875, 394.2701416015625)]"
frame_000004,"[(857.3869934082031, 668.1049652099609), (859.9632568359375, 667.2348022460938), (859.9632568359375, 667.2348022460938), (865.4872436523438, 667.2151489257812), (875.3286437988281, 671.4297637939453), (864.5169067382812, 665.6181793212891), (877.2679138183594, 663.29345703125), (915.8310241699219, 666.7449951171875), (915.8310241699219, 666.7449951171875), (920.385009765625, 670.8046417236328)]","[(1266.9826049804688, 680.4644470214844), (1264.7266235351562, 685.3289947509766), (1264.7266235351562, 685.3289947509766), (1267.6859130859375, 691.3890075683594), (1283.4724731445312, 703.8831481933594), (1240.6138916015625, 698.0693969726562), (1254.3422241210938, 700.6300964355469), (1330.6495971679688, 714.2371520996094), (1330.6495971679688, 714.2371520996094), (1321.3449096679688, 725.872314453125)]","[(670.2915649414062, 462.0476989746094, 374.19085693359375, 412.1145324707031), (672.7303466796875, 460.2747802734375, 374.4658203125, 413.9200439453125), (672.7303466796875, 460.2747802734375, 374.4658203125, 413.9200439453125), (676.9769287109375, 459.2635498046875, 377.0206298828125, 415.9031982421875), (685.3689575195312, 457.9156799316406, 379.91937255859375, 427.0281677246094), (686.936767578125, 458.2590026855469, 355.1602783203125, 414.7183532714844), (691.5370483398438, 453.22705078125, 371.46173095703125, 420.1328125), (718.0336303710938, 449.3330078125, 395.59478759765625, 434.823974609375), (718.0336303710938, 449.3330078125, 395.59478759765625, 434.823974609375), (727.361328125, 450.1927185058594, 386.04736328125, 441.2238464355469)]","[(1083.78564453125, 505.32794189453125, 366.3939208984375, 350.27301025390625), (1081.8072509765625, 508.8037414550781, 365.8387451171875, 353.0505065917969), (1081.8072509765625, 508.8037414550781, 365.8387451171875, 353.0505065917969), (1083.0682373046875, 513.0598754882812, 369.2353515625, 356.65826416015625), (1096.1658935546875, 518.24951171875, 374.6131591796875, 371.26727294921875), (1072.6748046875, 521.1024169921875, 335.878173828125, 353.9339599609375), (1076.942138671875, 519.76220703125, 354.8001708984375, 361.73577880859375), (1131.4190673828125, 520.8231811523438, 398.4610595703125, 386.82794189453125), (1131.4190673828125, 520.8231811523438, 398.4610595703125, 386.82794189453125), (1132.6954345703125, 530.2149658203125, 377.2989501953125, 391.314697265625)]"
frame_000005,"[(862.8808288574219, 643.0648651123047), (862.8808288574219, 643.0648651123047), (864.3312072753906, 640.7692413330078), (868.0930786132812, 639.7589721679688), (883.9901428222656, 645.6531066894531), (891.0342712402344, 648.7932434082031), (898.7131652832031, 645.1694793701172), (898.7131652832031, 645.1694793701172), (934.5845031738281, 638.5279846191406), (932.0432739257812, 639.0075836181641)]","[(1265.2994995117188, 656.1885528564453), (1265.2994995117188, 656.1885528564453), (1255.759521484375, 658.2076416015625), (1251.3406372070312, 662.1187286376953), (1282.8063354492188, 675.7515411376953), (1289.6377563476562, 687.2337493896484), (1275.7257690429688, 688.8554382324219), (1275.7257690429688, 688.8554382324219), (1342.97607421875, 683.2582397460938), (1324.6670532226562, 686.1148071289062)]","[(671.8048706054688, 433.4609680175781, 382.15191650390625, 419.2077941894531), (671.8048706054688, 433.4609680175781, 382.15191650390625, 419.2077941894531), (675.4732055664062, 432.1072692871094, 377.71600341796875, 417.3239440917969), (680.332275390625, 430.85552978515625, 375.5216064453125, 417.806884765625), (691.4983520507812, 428.92535400390625, 384.98358154296875, 433.45550537109375), (695.5756225585938, 427.49298095703125, 390.91729736328125, 442.60052490234375), (700.9869995117188, 426.4656677246094, 395.45233154296875, 437.4076232910156), (700.9869995117188, 426.4656677246094, 395.45233154296875, 437.4076232910156), (724.4503784179688, 417.05914306640625, 420.26824951171875, 442.93768310546875), (742.13623046875, 417.2592468261719, 379.8140869140625, 443.4966735839844)]","[(1089.13525390625, 488.1328430175781, 352.3284912109375, 336.1114196777344), (1089.13525390625, 488.1328430175781, 352.3284912109375, 336.1114196777344), (1083.6004638671875, 491.1944580078125, 344.318115234375, 334.0263671875), (1081.36572265625, 494.6930236816406, 339.9498291015625, 334.8514099121094), (1105.825439453125, 498.6758728027344, 353.9617919921875, 354.1513366699219), (1107.44580078125, 503.8579406738281, 364.3839111328125, 366.7516174316406), (1094.59619140625, 510.32818603515625, 362.2591552734375, 357.05450439453125), (1094.59619140625, 510.32818603515625, 362.2591552734375, 357.05450439453125), (1142.2645263671875, 498.31732177734375, 401.423095703125, 369.8818359375), (1149.351318359375, 502.0107421875, 350.6314697265625, 368.2081298828125)]"
frame_000006,"[(861.5, 620.0), (867.2015686035156, 619.8560028076172), (873.7029113769531, 618.1124877929688), (882.091796875, 620.1574859619141), (894.0040893554688, 623.5006256103516), (894.4586181640625, 617.6427001953125), (894.4586181640625, 617.6427001953125), (914.8600463867188, 620.1668853759766), (937.341552734375, 624.3888244628906), (947.4902648925781, 618.4212341308594)]","[(1256.0, 626.0), (1259.4329833984375, 630.9345855712891), (1260.9086303710938, 633.8035583496094), (1266.306640625, 641.4329833984375), (1280.0322265625, 652.4178771972656), (1255.013916015625, 649.3608093261719), (1255.013916015625, 649.3608093261719), (1293.8011474609375, 657.6478576660156), (1328.8640747070312, 670.2631683349609), (1333.516845703125, 668.1256256103516)]","[(677.0, 417.0, 369.0, 406.0), (682.5891723632812, 415.4553527832031, 369.22479248046875, 408.8013000488281), (688.2720336914062, 413.96905517578125, 370.86175537109375, 408.286865234375), (694.950439453125, 413.8298034667969, 374.28271484375, 412.6553649902344), (704.7542724609375, 412.8240661621094, 378.4996337890625, 421.3531188964844), (709.7281494140625, 410.23406982421875, 369.4609375, 414.8172607421875), (709.7281494140625, 410.23406982421875, 369.4609375, 414.8172607421875), (727.694580078125, 406.6864318847656, 374.3309326171875, 426.9609069824219), (745.81298828125, 406.31329345703125, 383.05712890625, 436.15106201171875), (754.0846557617188, 402.229736328125, 386.81121826171875, 432.38299560546875)]","[(1090.0, 468.0, 332.0, 316.0), (1093.45703125, 471.0338439941406, 331.951904296875, 319.8014831542969), (1094.25830078125, 473.67742919921875, 333.3006591796875, 320.25225830078125), (1099.068359375, 479.06292724609375, 334.4765625, 324.7401123046875), (1109.75048828125, 484.85052490234375, 340.5634765625, 335.13470458984375), (1093.35546875, 486.80169677734375, 323.31689453125, 325.11822509765625), (1093.35546875, 486.80169677734375, 323.31689453125, 325.11822509765625), (1125.969970703125, 486.38299560546875, 335.662353515625, 342.52972412109375), (1155.5701904296875, 492.7956848144531, 346.5877685546875, 354.9349670410156), (1157.169189453125, 491.8832092285156, 352.6953125, 352.4848327636719)]"
frame_000007,"[(882.7195129394531, 603.1300201416016), (889.28564453125, 601.7715148925781), (897.831787109375, 604.0659790039062), (909.9187927246094, 607.6045227050781), (910.0188598632812, 602.3199462890625), (910.0188598632812, 602.3199462890625), (930.6209411621094, 604.6728668212891), (953.4745483398438, 609.0877227783203), (963.7462463378906, 603.5848236083984), (961.4021301269531, 600.9506988525391)]","[(1261.005126953125, 609.9712066650391), (1262.8031005859375, 613.0882568359375), (1268.4456176757812, 620.7449493408203), (1282.3306884765625, 631.4671020507812), (1257.8353881835938, 629.2954254150391), (1257.8353881835938, 629.2954254150391), (1296.1135864257812, 636.6928558349609), (1331.0588989257812, 648.9410705566406), (1336.3088989257812, 647.2284088134766), (1313.305908203125, 644.9064331054688)]","[(701.6564331054688, 402.8487854003906, 362.12615966796875, 400.5624694824219), (707.40576171875, 401.73468017578125, 363.759765625, 400.07366943359375), (714.3497314453125, 401.9737548828125, 366.964111328125, 404.1844482421875), (724.3588256835938, 401.33221435546875, 371.11993408203125, 412.54461669921875), (729.0333251953125, 399.186279296875, 361.9710693359375, 406.267333984375), (729.0333251953125, 399.186279296875, 361.9710693359375, 406.267333984375), (747.2156372070312, 395.8127746582031, 366.81060791015625, 417.7201843261719), (765.8135986328125, 395.8618469238281, 375.3218994140625, 426.4517517089844), (774.0775756835938, 392.0303039550781, 379.33734130859375, 423.1090393066406), (781.3633422851562, 389.6914367675781, 360.07757568359375, 422.5185241699219)]","[(1101.574462890625, 456.2578430175781, 318.861328125, 307.4267272949219), (1102.7183837890625, 459.16253662109375, 320.16943359375, 307.8514404296875), (1107.843017578125, 464.7563781738281, 321.2052001953125, 311.9771423339844), (1118.846923828125, 470.63360595703125, 326.967529296875, 321.6669921875), (1102.60986328125, 473.0874328613281, 310.4510498046875, 312.4159851074219), (1102.60986328125, 473.0874328613281, 310.4510498046875, 312.4159851074219), (1135.0758056640625, 472.5158996582031, 322.0755615234375, 328.3539123535156), (1164.860107421875, 479.0543212890625, 332.3975830078125, 339.77349853515625), (1167.07763671875, 478.3520202636719, 338.4625244140625, 337.7527770996094), (1160.1492919921875, 477.990478515625, 306.313232421875, 333.8319091796875)]"
frame_000008,"[(903.7915649414062, 562.337890625), (916.4866333007812, 563.1708526611328), (918.3466796875, 565.6060485839844), (920.0914001464844, 565.5543670654297), (920.0914001464844, 565.5543670654297), (949.6107788085938, 565.9306793212891), (976.7085876464844, 568.4980316162109), (968.7311096191406, 557.3441467285156), (995.2675476074219, 559.658935546875), (1010.2353515625, 559.6026458740234)]","[(1252.7800903320312, 578.7658081054688), (1267.6707153320312, 584.2610321044922), (1261.8084716796875, 592.3085327148438), (1240.4204711914062, 597.0143890380859), (1240.4204711914062, 597.0143890380859), (1294.323486328125, 603.35205078125), (1341.4710083007812, 614.0462951660156), (1292.8765258789062, 598.6102294921875), (1349.97412109375, 608.2110290527344), (1370.1060180664062, 614.4364471435547)]","[(782.0416259765625, 424.85504150390625, 243.4998779296875, 274.9656982421875), (793.76416015625, 424.6534729003906, 245.4449462890625, 277.0347595214844), (799.68212890625, 427.02923583984375, 237.3291015625, 277.15362548828125), (802.1162719726562, 426.1074523925781, 235.95025634765625, 278.8938293457031), (802.1162719726562, 426.1074523925781, 235.95025634765625, 278.8938293457031), (823.8369140625, 423.3880920410156, 251.5477294921875, 285.0851745605469), (846.1182250976562, 421.4255676269531, 261.18072509765625, 294.1449279785156), (851.2727661132812, 418.77569580078125, 234.91668701171875, 277.13690185546875), (870.6012573242188, 414.52935791015625, 249.33258056640625, 290.2591552734375), (878.3619384765625, 410.8460998535156, 263.746826171875, 297.5130920410156)]","[(1113.625244140625, 449.028564453125, 278.3096923828125, 259.4744873046875), (1127.060302734375, 452.6833801269531, 281.2208251953125, 263.1553039550781), (1123.7000732421875, 459.99346923828125, 276.216796875, 264.630126953125), (1110.258056640625, 465.0116271972656, 260.3248291015625, 264.0055236816406), (1110.258056640625, 465.0116271972656, 260.3248291015625, 264.0055236816406), (1149.177734375, 465.24859619140625, 290.29150390625, 276.2069091796875), (1187.76318359375, 468.136962890625, 307.4156494140625, 291.81866455078125), (1162.21875, 465.35296630859375, 261.3155517578125, 266.5145263671875), (1204.1668701171875, 464.31866455078125, 291.614501953125, 287.78472900390625), (1216.2930908203125, 464.6392517089844, 307.6258544921875, 299.5943908691406)]"
frame_000009,"[(925.6880187988281, 551.568359375), (930.7473449707031, 552.4664916992188), (931.1726379394531, 553.7018890380859), (931.1726379394531, 553.7018890380859), (963.2790222167969, 551.8248901367188), (975.3338623046875, 552.9098968505859), (991.7072448730469, 548.1336364746094), (995.9823303222656, 546.490966796875), (1000.214111328125, 547.1289672851562), (1000.214111328125, 547.1289672851562)]","[(1270.964111328125, 565.2572937011719), (1261.387939453125, 570.8860473632812), (1247.2303466796875, 576.9487152099609), (1247.2303466796875, 576.9487152099609), (1297.6537475585938, 579.3429107666016), (1306.74462890625, 585.8814239501953), (1334.6691284179688, 583.0627746582031), (1322.2518920898438, 584.5513305664062), (1315.9174194335938, 589.2168579101562), (1315.9174194335938, 589.2168579101562)]","[(801.8872680664062, 412.88543701171875, 247.60150146484375, 277.3658447265625), (809.1599731445312, 414.43316650390625, 243.17474365234375, 276.066650390625), (815.6007690429688, 416.4212341308594, 231.14373779296875, 274.5613098144531), (815.6007690429688, 416.4212341308594, 231.14373779296875, 274.5613098144531), (839.7754516601562, 411.720947265625, 247.00714111328125, 280.2078857421875), (850.3984375, 410.7431335449219, 249.870849609375, 284.3335266113281), (866.5753784179688, 405.00811767578125, 250.26373291015625, 286.25103759765625), (874.6517944335938, 405.1539306640625, 242.66107177734375, 282.674072265625), (879.650634765625, 405.73785400390625, 241.126953125, 282.7822265625), (879.650634765625, 405.73785400390625, 241.126953125, 282.7822265625)]","[(1130.433349609375, 436.302001953125, 281.0615234375, 257.91058349609375), (1126.5247802734375, 443.16461181640625, 269.726318359375, 255.44287109375), (1120.4959716796875, 450.2026672363281, 253.46875, 253.49209594726562), (1120.4959716796875, 450.2026672363281, 253.46875, 253.49209594726562), (1159.6278076171875, 447.8141174316406, 276.0518798828125, 263.0575866699219), (1168.7686767578125, 451.7214050292969, 275.951904296875, 268.3200378417969), (1192.866455078125, 446.1402587890625, 283.6053466796875, 273.84503173828125), (1188.17236328125, 450.33087158203125, 268.1590576171875, 268.44091796875), (1184.708251953125, 455.1009521484375, 262.4183349609375, 268.2318115234375), (1184.708251953125, 455.1009521484375, 262.4183349609375, 268.2318115234375)]"
frame_000010,"[(932.4549560546875, 544.7391662597656), (950.1726989746094, 544.4569854736328), (950.1726989746094, 544.4569854736328), (964.1764831542969, 543.4203186035156), (977.1533203125, 544.0665283203125), (985.44384765625, 540.6880493164062), (1000.5792236328125, 539.5631103515625), (1016.50537109375, 541.4400177001953), (1016.50537109375, 541.4400177001953), (1025.5070495605469, 540.5266876220703)]","[(1270.518310546875, 559.5366058349609), (1293.0123291015625, 563.6390686035156), (1293.0123291015625, 563.6390686035156), (1304.6618041992188, 566.4091644287109), (1317.4295654296875, 572.9028015136719), (1319.6021728515625, 571.8783416748047), (1335.5579223632812, 574.9950256347656), (1357.7789916992188, 582.7048034667969), (1357.7789916992188, 582.7048034667969), (1361.6013793945312, 584.3171997070312)]","[(810.2412109375, 404.93560791015625, 244.427490234375, 279.60711669921875), (825.0407104492188, 402.9203796386719, 250.26397705078125, 283.0732116699219), (825.0407104492188, 402.9203796386719, 250.26397705078125, 283.0732116699219), (837.1351928710938, 401.80517578125, 254.08258056640625, 283.23028564453125), (849.56298828125, 400.54803466796875, 255.1806640625, 287.0369873046875), (860.303466796875, 397.206787109375, 250.28076171875, 286.9625244140625), (874.9686279296875, 395.46856689453125, 251.22119140625, 288.1890869140625), (883.5791015625, 394.2714538574219, 265.8525390625, 294.3371276855469), (883.5791015625, 394.2714538574219, 265.8525390625, 294.3371276855469), (893.7410278320312, 396.4759216308594, 263.53204345703125, 288.1015319824219)]","[(1129.6705322265625, 427.8027648925781, 281.695556640625, 263.4676818847656), (1149.8402099609375, 429.09649658203125, 286.34423828125, 269.08514404296875), (1149.8402099609375, 429.09649658203125, 286.34423828125, 269.08514404296875), (1159.103515625, 431.4017028808594, 291.1165771484375, 270.0149230957031), (1171.08203125, 435.0238037109375, 292.695068359375, 275.75799560546875), (1178.1768798828125, 433.8677673339844, 282.8505859375, 276.0211486816406), (1193.66552734375, 435.61590576171875, 283.7847900390625, 278.75823974609375), (1205.27001953125, 438.87689208984375, 305.0179443359375, 287.65582275390625), (1205.27001953125, 438.87689208984375, 305.0179443359375, 287.65582275390625), (1210.404541015625, 443.53424072265625, 302.3936767578125, 281.56591796875)]"
