frame,left_hand,right_hand,left_bbox,right_bbox,text,video_id
frame_000001,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000001
frame_000002,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000002
frame_000003,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000003
frame_000004,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000004
frame_000005,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000005
frame_000006,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000006
frame_000007,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000007
frame_000008,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000008
frame_000009,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000009
frame_000010,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000010
frame_000011,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000011
frame_000012,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000012
frame_000013,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000013
frame_000014,"[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_11/frame_000014
