frame,left_hand,right_hand,left_bbox,right_bbox,text,video_id
frame_000001,"[(472.7438049316406, 873.7910461425781), (469.74171447753906, 867.4432678222656), (470.3630676269531, 859.6731262207031), (467.5036315917969, 854.4261779785156), (465.89520263671875, 849.6563415527344), (465.89520263671875, 849.6563415527344), (461.7127685546875, 844.7421875), (459.56129455566406, 849.8517456054688), (455.1913299560547, 848.7931213378906), (450.7606201171875, 845.8441162109375)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(380.318115234375, 777.3674926757812, 184.85137939453125, 192.84710693359375), (376.7814636230469, 770.5029296875, 185.92050170898438, 193.88067626953125), (377.18048095703125, 763.403564453125, 186.36517333984375, 192.53912353515625), (373.81597900390625, 757.5733032226562, 187.37530517578125, 193.70574951171875), (371.75616455078125, 752.5631713867188, 188.278076171875, 194.18634033203125), (371.75616455078125, 752.5631713867188, 188.278076171875, 194.18634033203125), (367.97869873046875, 748.1643676757812, 187.4681396484375, 193.1556396484375), (365.2554626464844, 752.3829345703125, 188.61166381835938, 194.9376220703125), (361.0216979980469, 751.7279052734375, 188.33926391601562, 194.13043212890625), (356.536865234375, 748.7658081054688, 188.447509765625, 194.1566162109375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000001
frame_000002,"[(471.23780822753906, 864.6661376953125), (470.5076904296875, 859.9370727539062), (468.56890869140625, 852.3306884765625), (465.8240966796875, 849.4471740722656), (465.8240966796875, 849.4471740722656), (465.1262664794922, 844.8280029296875), (461.7877502441406, 844.9208984375), (458.8888854980469, 845.9519348144531), (450.4215850830078, 849.8423767089844), (449.7966766357422, 840.8568420410156)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(378.9420471191406, 768.4799194335938, 184.59152221679688, 192.3724365234375), (377.62567138671875, 763.3795776367188, 185.7640380859375, 193.114990234375), (375.2420654296875, 756.0949096679688, 186.6536865234375, 192.4715576171875), (372.0045166015625, 752.213623046875, 187.63916015625, 194.46710205078125), (372.0045166015625, 752.213623046875, 187.63916015625, 194.46710205078125), (370.7392883300781, 747.5640869140625, 188.77395629882812, 194.52783203125), (367.688720703125, 748.4097900390625, 188.19805908203125, 193.022216796875), (365.437255859375, 749.4912109375, 186.90325927734375, 192.92144775390625), (356.4194641113281, 751.3339233398438, 188.00424194335938, 197.01690673828125), (355.9629211425781, 743.7767944335938, 187.66751098632812, 194.16009521484375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000002
frame_000003,"[(469.8467559814453, 855.8583068847656), (468.80145263671875, 849.1260375976562), (468.3512725830078, 844.5267333984375), (468.3512725830078, 844.5267333984375), (465.82350158691406, 841.1459350585938), (463.2554016113281, 843.8012390136719), (457.7879180908203, 845.0236206054688), (452.79541015625, 843.0802612304688), (447.4732208251953, 843.3121948242188), (447.4732208251953, 843.3121948242188)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(377.3861389160156, 759.3605346679688, 184.92123413085938, 192.99554443359375), (376.129638671875, 752.9036254882812, 185.3436279296875, 192.44482421875), (375.0720520019531, 748.071044921875, 186.55844116210938, 192.911376953125), (375.0720520019531, 748.071044921875, 186.55844116210938, 192.911376953125), (372.0226135253906, 744.1597900390625, 187.60177612304688, 193.9722900390625), (369.56219482421875, 746.8983764648438, 187.38641357421875, 193.80572509765625), (364.6148986816406, 748.18701171875, 186.34603881835938, 193.6732177734375), (358.79931640625, 745.5701293945312, 187.9921875, 195.020263671875), (353.0511169433594, 744.5548095703125, 188.84420776367188, 197.5147705078125), (353.0511169433594, 744.5548095703125, 188.84420776367188, 197.5147705078125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000003
frame_000004,"[(467.50404357910156, 849.2247924804688), (466.44410705566406, 844.0313415527344), (466.44410705566406, 844.0313415527344), (465.8079376220703, 839.8350830078125), (461.9968566894531, 842.4066772460938), (457.79241943359375, 844.1302795410156), (452.763671875, 842.8031921386719), (447.93138122558594, 839.1259460449219), (447.93138122558594, 839.1259460449219), (441.2587127685547, 843.1670227050781)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(375.2616882324219, 752.8274536132812, 184.48471069335938, 192.794677734375), (373.4830017089844, 747.4889526367188, 185.92221069335938, 193.08477783203125), (373.4830017089844, 747.4889526367188, 185.92221069335938, 193.08477783203125), (372.5798645019531, 743.204345703125, 186.45614624023438, 193.261474609375), (368.7880859375, 745.8151245117188, 186.41754150390625, 193.18310546875), (364.96380615234375, 747.276611328125, 185.6572265625, 193.70733642578125), (358.94915771484375, 745.2293701171875, 187.6290283203125, 195.14764404296875), (353.4188537597656, 741.1546630859375, 189.02505493164062, 195.94256591796875), (353.4188537597656, 741.1546630859375, 189.02505493164062, 195.94256591796875), (346.1656799316406, 743.9126586914062, 190.18606567382812, 198.50872802734375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000004
frame_000005,"[(465.8878631591797, 844.6280822753906), (465.8878631591797, 844.6280822753906), (464.3201446533203, 840.0023498535156), (461.6474609375, 843.9671325683594), (456.8612823486328, 844.4431762695312), (450.78028869628906, 843.8356628417969), (447.7454833984375, 840.4607543945312), (447.7454833984375, 840.4607543945312), (443.8677520751953, 840.8418884277344), (437.8499450683594, 844.8565979003906)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(373.4384460449219, 747.9829711914062, 184.89883422851562, 193.29022216796875), (373.4384460449219, 747.9829711914062, 184.89883422851562, 193.29022216796875), (371.4871520996094, 743.4078979492188, 185.66598510742188, 193.18890380859375), (368.5023193359375, 746.8124389648438, 186.290283203125, 194.30938720703125), (363.8973083496094, 747.4158935546875, 185.92794799804688, 194.0545654296875), (356.3095397949219, 745.9071044921875, 188.94149780273438, 195.85711669921875), (353.39532470703125, 742.40185546875, 188.7003173828125, 196.1177978515625), (353.39532470703125, 742.40185546875, 188.7003173828125, 196.1177978515625), (349.2770690917969, 742.3984985351562, 189.18136596679688, 196.88677978515625), (342.15716552734375, 746.040283203125, 191.38555908203125, 197.63262939453125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000005
frame_000006,"[(464.5, 844.5), (461.3572082519531, 838.9209289550781), (457.68084716796875, 841.7633666992188), (453.0137023925781, 843.5176086425781), (447.0872344970703, 840.3621215820312), (445.4618225097656, 839.6311645507812), (445.4618225097656, 839.6311645507812), (441.3318786621094, 839.0978393554688), (437.6084899902344, 840.8009948730469), (429.6932067871094, 843.8126831054688)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(369.0, 744.0, 191.0, 201.0), (365.57916259765625, 738.3721313476562, 191.55609130859375, 201.09759521484375), (361.37969970703125, 740.9852905273438, 192.602294921875, 201.55615234375), (355.7152099609375, 742.2133178710938, 194.59698486328125, 202.60858154296875), (348.5008850097656, 738.2095947265625, 197.17269897460938, 204.3050537109375), (347.21295166015625, 737.30419921875, 196.49774169921875, 204.6539306640625), (347.21295166015625, 737.30419921875, 196.49774169921875, 204.6539306640625), (342.71051025390625, 736.4752807617188, 197.24273681640625, 205.2451171875), (338.8067626953125, 737.93798828125, 197.60345458984375, 205.72601318359375), (329.35028076171875, 740.1443481445312, 200.68585205078125, 207.336669921875)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000006
frame_000007,"[(458.3499450683594, 839.9246826171875), (454.6588134765625, 842.7659912109375), (449.9761657714844, 844.5031433105469), (444.0251922607422, 841.324951171875), (442.4048767089844, 840.5989990234375), (442.4048767089844, 840.5989990234375), (438.2667236328125, 840.0556640625), (434.5417022705078, 841.7445068359375), (426.5869445800781, 844.7743225097656), (424.89459228515625, 840.9842834472656)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(360.5648193359375, 737.3743896484375, 195.57025146484375, 205.1005859375), (356.33819580078125, 739.9801635742188, 196.6412353515625, 205.5716552734375), (350.6365966796875, 741.1804809570312, 198.67913818359375, 206.64532470703125), (343.3699035644531, 737.1356811523438, 201.31057739257812, 208.3785400390625), (342.09417724609375, 736.2322998046875, 200.62139892578125, 208.7333984375), (342.09417724609375, 736.2322998046875, 200.62139892578125, 208.7333984375), (337.5750732421875, 735.3868408203125, 201.38330078125, 209.337646484375), (333.6662292480469, 736.830078125, 201.75094604492188, 209.828857421875), (324.133056640625, 739.0364379882812, 204.90777587890625, 211.47576904296875), (323.098388671875, 735.764892578125, 203.5924072265625, 210.43878173828125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000007
frame_000008,"[(452.4140319824219, 845.7994689941406), (446.7047424316406, 848.9164733886719), (443.1050109863281, 848.4904174804688), (438.29949951171875, 844.8684997558594), (438.29949951171875, 844.8684997558594), (434.5881805419922, 846.5794982910156), (428.256591796875, 849.5047912597656), (424.01072692871094, 848.0166625976562), (419.5895080566406, 846.0249938964844), (413.5289001464844, 848.8456726074219)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(354.4085693359375, 743.213134765625, 196.01092529296875, 205.17266845703125), (347.25103759765625, 745.2379150390625, 198.90740966796875, 207.35711669921875), (342.94696044921875, 744.0005493164062, 200.31610107421875, 208.979736328125), (337.59539794921875, 740.2216796875, 201.408203125, 209.29364013671875), (337.59539794921875, 740.2216796875, 201.408203125, 209.29364013671875), (333.3040466308594, 741.652587890625, 202.56826782226562, 209.85382080078125), (326.2109375, 743.8118896484375, 204.09130859375, 211.38580322265625), (321.8680725097656, 742.4185180664062, 204.28530883789062, 211.1962890625), (317.513916015625, 740.674560546875, 204.15118408203125, 210.70086669921875), (311.4862060546875, 743.2392578125, 204.08538818359375, 211.21282958984375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000008
frame_000009,"[(446.3757629394531, 843.8109741210938), (441.23704528808594, 842.3104858398438), (435.8939971923828, 839.3364562988281), (435.8939971923828, 839.3364562988281), (430.6642608642578, 839.2836303710938), (427.86802673339844, 842.8109741210938), (423.7147674560547, 842.4537048339844), (419.0056915283203, 840.7109375), (412.1820983886719, 844.0776062011719), (412.1820983886719, 844.0776062011719)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(347.7528076171875, 740.52392578125, 197.24591064453125, 206.5740966796875), (341.6311340332031, 738.3519287109375, 199.21182250976562, 207.9171142578125), (335.7136535644531, 735.0862426757812, 200.36068725585938, 208.50042724609375), (335.7136535644531, 735.0862426757812, 200.36068725585938, 208.50042724609375), (329.5505676269531, 734.4656982421875, 202.22738647460938, 209.6358642578125), (326.6565856933594, 737.8369140625, 202.42288208007812, 209.9481201171875), (322.3836975097656, 737.2758178710938, 202.66213989257812, 210.35577392578125), (317.5736999511719, 735.6353759765625, 202.86398315429688, 210.151123046875), (309.9151611328125, 738.5277709960938, 204.53387451171875, 211.09967041015625), (309.9151611328125, 738.5277709960938, 204.53387451171875, 211.09967041015625)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000009
frame_000010,"[(439.10211181640625, 836.4155578613281), (434.79380798339844, 834.2793884277344), (434.79380798339844, 834.2793884277344), (430.29002380371094, 835.6277160644531), (426.3003234863281, 837.0655212402344), (418.3404846191406, 840.1397094726562), (416.98326110839844, 836.05078125), (409.5284881591797, 838.3926086425781), (409.5284881591797, 838.3926086425781), (407.4433288574219, 836.9914245605469)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(340.5576171875, 733.17626953125, 197.0889892578125, 206.47857666015625), (335.7739562988281, 730.7606811523438, 198.03970336914062, 207.03741455078125), (335.7739562988281, 730.7606811523438, 198.03970336914062, 207.03741455078125), (330.6430358886719, 731.75732421875, 199.29397583007812, 207.74078369140625), (326.42205810546875, 732.9769287109375, 199.75653076171875, 208.17718505859375), (317.2218017578125, 735.0655517578125, 202.23736572265625, 210.1483154296875), (316.2915344238281, 731.4506225585938, 201.38345336914062, 209.2003173828125), (309.1136169433594, 733.717041015625, 200.82974243164062, 209.35113525390625), (309.1136169433594, 733.717041015625, 200.82974243164062, 209.35113525390625), (307.2230224609375, 733.3052368164062, 200.44061279296875, 207.37237548828125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify wound,P05_02/frame_000010
