frame,left_hand,right_hand,left_bbox,right_bbox,text,video_id
frame_000001,"[(812.9954833984375, 898.564697265625), (807.9243469238281, 899.8594055175781), (808.2759094238281, 901.5025329589844), (806.4805603027344, 902.8332824707031), (804.499755859375, 903.8328552246094), (804.499755859375, 903.8328552246094), (799.4879150390625, 907.2007751464844), (798.0645446777344, 910.5906982421875), (794.3554382324219, 912.1375732421875), (793.2035217285156, 912.9746704101562)]","[(1321.0767211914062, 672.0308380126953), (1319.3491821289062, 678.2893524169922), (1321.0309448242188, 683.9750366210938), (1320.5680541992188, 689.1452484130859), (1318.9989013671875, 694.3495483398438), (1318.9989013671875, 694.3495483398438), (1317.0379638671875, 700.0030822753906), (1316.4652099609375, 705.6440887451172), (1312.4286499023438, 708.9960174560547), (1312.205322265625, 713.2648773193359)]","[(708.4625244140625, 803.5546875, 209.06591796875, 190.02001953125), (701.9239501953125, 804.1450805664062, 212.00079345703125, 191.42864990234375), (701.4012451171875, 804.3772583007812, 213.74932861328125, 194.25054931640625), (698.7807006835938, 805.0232543945312, 215.39971923828125, 195.62005615234375), (696.5119018554688, 805.6383056640625, 215.9757080078125, 196.38909912109375), (696.5119018554688, 805.6383056640625, 215.9757080078125, 196.38909912109375), (689.9374389648438, 807.7733154296875, 219.1009521484375, 198.85491943359375), (687.8878173828125, 810.0400390625, 220.35345458984375, 201.101318359375), (683.7098388671875, 811.3612670898438, 221.29119873046875, 201.5526123046875), (682.2152709960938, 812.114501953125, 221.97650146484375, 201.7203369140625)]","[(1119.8856201171875, 458.8174743652344, 402.3822021484375, 426.4267272949219), (1114.757080078125, 463.6081237792969, 409.1842041015625, 429.3624572753906), (1116.4893798828125, 467.41204833984375, 409.0831298828125, 433.1259765625), (1114.7613525390625, 471.4515075683594, 411.6134033203125, 435.3874816894531), (1112.13623046875, 475.775634765625, 413.725341796875, 437.1478271484375), (1112.13623046875, 475.775634765625, 413.725341796875, 437.1478271484375), (1108.7674560546875, 479.86712646484375, 416.541015625, 440.27191162109375), (1107.9822998046875, 483.8280334472656, 416.9658203125, 443.6321105957031), (1103.7550048828125, 487.0226135253906, 417.3472900390625, 443.9468078613281), (1102.597900390625, 491.0816955566406, 419.21484375, 444.3663635253906)]",identify wound,P05_23/frame_000001
frame_000002,"[(822.4829711914062, 902.056884765625), (821.6966552734375, 903.3929443359375), (815.9006958007812, 904.0869445800781), (816.2916564941406, 906.3798217773438), (816.2916564941406, 906.3798217773438), (813.17529296875, 908.80908203125), (810.2269592285156, 910.0145263671875), (806.8909912109375, 913.5151062011719), (803.5856018066406, 915.7711486816406), (799.1802673339844, 918.0504455566406)]","[(1275.8394165039062, 699.1654205322266), (1276.1986694335938, 704.3492126464844), (1272.377197265625, 709.3863372802734), (1273.8572998046875, 714.2852630615234), (1273.8572998046875, 714.2852630615234), (1272.0238037109375, 719.3406982421875), (1269.537109375, 723.7894287109375), (1268.1773071289062, 728.5623016357422), (1265.1052856445312, 732.3953552246094), (1263.2578125, 737.2641906738281)]","[(713.6365356445312, 803.4761352539062, 217.69287109375, 197.1614990234375), (712.1025390625, 803.9268188476562, 219.188232421875, 198.9322509765625), (705.217529296875, 804.087890625, 221.3663330078125, 199.99810791015625), (704.935302734375, 805.4086303710938, 222.71270751953125, 201.9423828125), (704.935302734375, 805.4086303710938, 222.71270751953125, 201.9423828125), (700.9730834960938, 807.09228515625, 224.4044189453125, 203.43359375), (697.6038208007812, 807.7473754882812, 225.24627685546875, 204.5343017578125), (693.0883178710938, 810.032958984375, 227.6053466796875, 206.96429443359375), (689.2606811523438, 811.8740844726562, 228.64984130859375, 207.79412841796875), (683.86669921875, 813.2421264648438, 230.62713623046875, 209.61663818359375)]","[(1074.224365234375, 485.9635314941406, 403.2301025390625, 426.4037780761719), (1073.5050048828125, 489.662841796875, 405.3873291015625, 429.37274169921875), (1066.924560546875, 493.5764465332031, 410.9052734375, 431.6197814941406), (1068.2152099609375, 497.1313781738281, 411.2841796875, 434.3077697753906), (1068.2152099609375, 497.1313781738281, 411.2841796875, 434.3077697753906), (1065.2669677734375, 501.08660888671875, 413.513671875, 436.5081787109375), (1061.9468994140625, 504.634033203125, 415.180419921875, 438.310791015625), (1059.90478515625, 507.8106994628906, 416.5450439453125, 441.5032043457031), (1056.1866455078125, 511.02392578125, 417.8372802734375, 442.74285888671875), (1052.9173583984375, 514.4859008789062, 420.680908203125, 445.55657958984375)]",identify wound,P05_23/frame_000002
frame_000003,"[(833.8045349121094, 904.8623046875), (832.5282592773438, 905.5865478515625), (829.3984985351562, 908.9114685058594), (829.3984985351562, 908.9114685058594), (826.4060363769531, 910.054931640625), (822.9158935546875, 913.2473754882812), (821.4195861816406, 914.6505737304688), (817.5028991699219, 917.3421325683594), (814.6708068847656, 920.134033203125), (814.6708068847656, 920.134033203125)]","[(1248.4493408203125, 710.5628967285156), (1248.2056274414062, 714.9177856445312), (1247.02734375, 720.2210540771484), (1247.02734375, 720.2210540771484), (1244.7052917480469, 724.5338439941406), (1242.412109375, 729.3345947265625), (1240.6382446289062, 733.1604766845703), (1238.2140808105469, 737.3357849121094), (1236.580322265625, 741.9734802246094), (1236.580322265625, 741.9734802246094)]","[(720.5210571289062, 802.262939453125, 226.56695556640625, 205.19873046875), (718.6323852539062, 802.4401245117188, 227.791748046875, 206.2928466796875), (714.2278442382812, 804.4237060546875, 230.34130859375, 208.97552490234375), (714.2278442382812, 804.4237060546875, 230.34130859375, 208.97552490234375), (710.7249145507812, 805.3055419921875, 231.36224365234375, 209.498779296875), (706.2894287109375, 807.638671875, 233.2529296875, 211.2174072265625), (704.5516967773438, 808.331787109375, 233.73577880859375, 212.6375732421875), (699.7813720703125, 810.5271606445312, 235.44305419921875, 213.62994384765625), (696.36474609375, 812.5159912109375, 236.61212158203125, 215.236083984375), (696.36474609375, 812.5159912109375, 236.61212158203125, 215.236083984375)]","[(1025.654052734375, 475.15771484375, 445.590576171875, 470.81036376953125), (1024.0089111328125, 478.41241455078125, 448.3934326171875, 473.0107421875), (1021.4930419921875, 481.6385803222656, 451.068603515625, 477.1649475097656), (1021.4930419921875, 481.6385803222656, 451.068603515625, 477.1649475097656), (1017.8536987304688, 485.41998291015625, 453.70318603515625, 478.22772216796875), (1014.4306640625, 488.87274169921875, 455.962890625, 480.9237060546875), (1012.644287109375, 491.5778503417969, 455.9879150390625, 483.1652526855469), (1008.8515014648438, 494.89703369140625, 458.72515869140625, 484.87750244140625), (1006.294189453125, 498.10101318359375, 460.572265625, 487.74493408203125), (1006.294189453125, 498.10101318359375, 460.572265625, 487.74493408203125)]",identify wound,P05_23/frame_000003
frame_000004,"[(835.2681274414062, 915.9132690429688), (833.6029357910156, 917.787841796875), (833.6029357910156, 917.787841796875), (830.4356079101562, 920.6567687988281), (827.7846069335938, 922.3285522460938), (824.2243041992188, 924.9322204589844), (820.5464172363281, 926.5964050292969), (817.3923950195312, 929.2868957519531), (817.3923950195312, 929.2868957519531), (815.2369995117188, 931.6902770996094)]","[(1226.2621765136719, 706.1016387939453), (1225.3983154296875, 710.6801147460938), (1225.3983154296875, 710.6801147460938), (1223.6436767578125, 715.4118957519531), (1221.6365356445312, 719.6968688964844), (1219.3545532226562, 723.5655822753906), (1216.7149353027344, 727.5726013183594), (1214.3440551757812, 731.8120422363281), (1214.3440551757812, 731.8120422363281), (1212.5626220703125, 736.2704772949219)]","[(726.6921997070312, 817.4664306640625, 217.15185546875, 196.8936767578125), (724.5267333984375, 818.7357177734375, 218.15240478515625, 198.104248046875), (724.5267333984375, 818.7357177734375, 218.15240478515625, 198.104248046875), (720.4132080078125, 820.911376953125, 220.0447998046875, 199.49078369140625), (717.3017578125, 821.9421997070312, 220.9656982421875, 200.772705078125), (712.7688598632812, 823.7478637695312, 222.910888671875, 202.36871337890625), (708.6459350585938, 824.9594116210938, 223.80096435546875, 203.27398681640625), (704.9838256835938, 827.0620727539062, 224.817138671875, 204.44964599609375), (704.9838256835938, 827.0620727539062, 224.817138671875, 204.44964599609375), (702.6297607421875, 829.0011596679688, 225.2144775390625, 205.37823486328125)]","[(985.5795288085938, 451.7145690917969, 481.36529541015625, 508.7741394042969), (983.630126953125, 454.9967041015625, 483.536376953125, 511.3668212890625), (983.630126953125, 454.9967041015625, 483.536376953125, 511.3668212890625), (980.4285888671875, 458.51873779296875, 486.43017578125, 513.7863159179688), (977.5361328125, 461.56793212890625, 488.2008056640625, 516.2578735351562), (974.17724609375, 464.1698913574219, 490.3546142578125, 518.7913818359375), (970.2450561523438, 467.1257629394531, 492.93975830078125, 520.8936767578125), (967.05322265625, 470.1861267089844, 494.5816650390625, 523.2518310546875), (967.05322265625, 470.1861267089844, 494.5816650390625, 523.2518310546875), (964.549560546875, 473.4072570800781, 496.026123046875, 525.7264404296875)]",identify wound,P05_23/frame_000004
frame_000005,"[(841.8244934082031, 914.708984375), (841.8244934082031, 914.708984375), (838.9171752929688, 917.2457885742188), (837.1268920898438, 919.5834045410156), (831.7238464355469, 921.4015197753906), (830.6461181640625, 922.0093688964844), (826.5194702148438, 925.8852233886719), (826.5194702148438, 925.8852233886719), (823.4533996582031, 927.8275756835938), (818.9843139648438, 931.4639587402344)]","[(1202.41552734375, 711.90576171875), (1202.41552734375, 711.90576171875), (1200.5397338867188, 716.5606689453125), (1199.3223571777344, 720.9118957519531), (1195.6751708984375, 724.318115234375), (1194.3143005371094, 727.6957092285156), (1191.6908874511719, 732.6474304199219), (1191.6908874511719, 732.6474304199219), (1189.4524230957031, 736.3399963378906), (1186.6217346191406, 740.9924011230469)]","[(728.8438720703125, 812.4119262695312, 225.96124267578125, 204.5941162109375), (728.8438720703125, 812.4119262695312, 225.96124267578125, 204.5941162109375), (725.1861572265625, 814.1774291992188, 227.4620361328125, 206.13671875), (722.9458618164062, 815.7794189453125, 228.362060546875, 207.60797119140625), (716.3032836914062, 816.8849487304688, 230.84112548828125, 209.03314208984375), (715.7159423828125, 817.6298217773438, 229.8603515625, 208.75909423828125), (710.4219970703125, 820.1903686523438, 232.1949462890625, 211.38970947265625), (710.4219970703125, 820.1903686523438, 232.1949462890625, 211.38970947265625), (706.802490234375, 821.70654296875, 233.30181884765625, 212.2420654296875), (701.27685546875, 824.3479614257812, 235.4149169921875, 214.23199462890625)]","[(957.5888671875, 452.88128662109375, 489.6533203125, 518.0489501953125), (957.5888671875, 452.88128662109375, 489.6533203125, 518.0489501953125), (954.4119873046875, 456.05950927734375, 492.2554931640625, 521.0023193359375), (952.6350708007812, 459.06475830078125, 493.37457275390625, 523.6942749023438), (946.8909912109375, 461.3533935546875, 497.568359375, 525.929443359375), (945.1300659179688, 464.3443603515625, 498.36846923828125, 526.7026977539062), (941.2632446289062, 467.09918212890625, 500.85528564453125, 531.0964965820312), (941.2632446289062, 467.09918212890625, 500.85528564453125, 531.0964965820312), (938.0739135742188, 469.9159240722656, 502.75701904296875, 532.84814453125), (933.7407836914062, 472.9441833496094, 505.76190185546875, 536.096435546875)]",identify wound,P05_23/frame_000005
frame_000006,"[(850.5, 912.5), (847.3212890625, 915.7182922363281), (844.4200134277344, 917.5849304199219), (841.7361145019531, 918.8987731933594), (838.00830078125, 921.4314880371094), (832.6638488769531, 923.7732238769531), (832.6638488769531, 923.7732238769531), (830.6877746582031, 926.5678405761719), (827.324951171875, 929.6021118164062), (823.9925537109375, 931.5463562011719)]","[(1275.0, 670.0), (1273.2365112304688, 675.4627380371094), (1271.2696228027344, 679.8793029785156), (1269.3683471679688, 683.5146789550781), (1266.9555969238281, 687.8348999023438), (1263.5823669433594, 692.3589172363281), (1263.5823669433594, 692.3589172363281), (1262.2351379394531, 696.9770202636719), (1260.3213500976562, 701.3640441894531), (1257.171142578125, 705.2402648925781)]","[(743.0, 815.0, 215.0, 195.0), (738.9813232421875, 817.305419921875, 216.679931640625, 196.82574462890625), (735.4408569335938, 818.5997314453125, 217.95831298828125, 197.97039794921875), (732.195068359375, 819.41943359375, 219.08209228515625, 198.95867919921875), (727.8175048828125, 821.3982543945312, 220.381591796875, 200.06646728515625), (721.5816040039062, 823.1105346679688, 222.16448974609375, 201.32537841796875), (721.5816040039062, 823.1105346679688, 222.16448974609375, 201.32537841796875), (719.1338500976562, 825.2346801757812, 223.10784912109375, 202.66632080078125), (715.0296630859375, 827.49609375, 224.590576171875, 204.2120361328125), (711.5232543945312, 829.0899047851562, 224.9385986328125, 204.91290283203125)]","[(1022.0, 402.0, 506.0, 536.0), (1018.897216796875, 405.6894226074219, 508.6785888671875, 539.546630859375), (1015.8584594726562, 409.04461669921875, 510.82232666015625, 541.6693725585938), (1013.17724609375, 411.815185546875, 512.3822021484375, 543.3989868164062), (1009.4375610351562, 414.92437744140625, 515.0360717773438, 545.821044921875), (1004.0702514648438, 418.1580505371094, 519.0242309570312, 548.4017333984375), (1004.0702514648438, 418.1580505371094, 519.0242309570312, 548.4017333984375), (1002.2909545898438, 421.49224853515625, 519.8883666992188, 550.9695434570312), (999.2845458984375, 424.45831298828125, 522.0736083984375, 553.8114624023438), (995.533935546875, 427.3950500488281, 523.2744140625, 555.6904296875)]",identify wound,P05_23/frame_000006
frame_000007,"[(852.8829650878906, 907.7283020019531), (850.031494140625, 909.6249389648438), (847.3888549804688, 910.9663696289062), (843.7101135253906, 913.5167541503906), (838.4342346191406, 915.8810424804688), (838.4342346191406, 915.8810424804688), (836.4891357421875, 918.6868896484375), (833.1763610839844, 921.7174072265625), (829.8638000488281, 923.6934814453125), (828.5510864257812, 925.7046203613281)]","[(1195.07666015625, 712.5017700195312), (1193.0294494628906, 716.4128112792969), (1191.070556640625, 719.5797119140625), (1188.4916687011719, 723.5313110351562), (1184.8339538574219, 727.6399841308594), (1184.8339538574219, 727.6399841308594), (1183.4432373046875, 731.8746032714844), (1181.3290100097656, 735.9887390136719), (1178.1861877441406, 739.4881286621094), (1177.2656860351562, 742.7629699707031)]","[(742.0318603515625, 807.2991943359375, 221.70220947265625, 200.85821533203125), (738.532470703125, 808.6116333007812, 222.998046875, 202.026611328125), (735.3209228515625, 809.4486694335938, 224.1358642578125, 203.035400390625), (730.9813232421875, 811.43212890625, 225.45758056640625, 204.16925048828125), (724.7984619140625, 813.154541015625, 227.27154541015625, 205.4530029296875), (724.7984619140625, 813.154541015625, 227.27154541015625, 205.4530029296875), (722.3770141601562, 815.277099609375, 228.2242431640625, 206.819580078125), (718.3135986328125, 817.523681640625, 229.72552490234375, 208.387451171875), (714.8228149414062, 819.137451171875, 230.08197021484375, 209.112060546875), (713.2549438476562, 820.6769409179688, 230.59228515625, 210.05535888671875)]","[(945.6068115234375, 448.1844482421875, 498.939697265625, 528.6346435546875), (942.3915405273438, 451.0054626464844, 501.27581787109375, 530.814697265625), (939.541259765625, 453.27288818359375, 503.05859375, 532.6136474609375), (935.5884399414062, 456.012939453125, 505.80645751953125, 535.0367431640625), (929.9066772460938, 458.8210754394531, 509.85455322265625, 537.6378173828125), (929.9066772460938, 458.8210754394531, 509.85455322265625, 537.6378173828125), (927.9552001953125, 461.735595703125, 510.97607421875, 540.2780151367188), (924.6292114257812, 464.3756103515625, 513.3995971679688, 543.2262573242188), (920.9050903320312, 466.9730529785156, 514.5621948242188, 545.0301513671875), (919.42138671875, 469.0914306640625, 515.6885986328125, 547.3430786132812)]",identify wound,P05_23/frame_000007
frame_000008,"[(849.2398376464844, 902.6503295898438), (846.1534118652344, 904.4734191894531), (842.8651428222656, 906.9684143066406), (839.9540100097656, 909.6412963867188), (839.9540100097656, 909.6412963867188), (836.3576354980469, 910.884521484375), (832.6956481933594, 913.4911804199219), (829.9329528808594, 916.6551208496094), (827.7798156738281, 919.1254272460938), (826.4103088378906, 921.5097961425781)]","[(1259.9652404785156, 677.0891723632812), (1257.7347412109375, 681.0005798339844), (1255.5807800292969, 685.1924743652344), (1253.5537719726562, 689.8384704589844), (1253.5537719726562, 689.8384704589844), (1251.0679321289062, 693.65771484375), (1248.6465454101562, 698.2217102050781), (1246.2809448242188, 702.2548522949219), (1245.0655822753906, 705.9232482910156), (1244.8161315917969, 709.7466125488281)]","[(740.9749145507812, 804.4575805664062, 216.52984619140625, 196.385498046875), (737.3148193359375, 805.7393188476562, 217.67718505859375, 197.46820068359375), (733.3532104492188, 807.579345703125, 219.02386474609375, 198.77813720703125), (729.9640502929688, 809.6193237304688, 219.97991943359375, 200.0439453125), (729.9640502929688, 809.6193237304688, 219.97991943359375, 200.0439453125), (725.877685546875, 810.6885375976562, 220.95989990234375, 200.3919677734375), (721.6469116210938, 812.70166015625, 222.09747314453125, 201.57904052734375), (718.3950805664062, 814.9442138671875, 223.07574462890625, 203.42181396484375), (715.7399291992188, 816.9677734375, 224.07977294921875, 204.3153076171875), (713.880126953125, 818.6478881835938, 225.06036376953125, 205.72381591796875)]","[(1015.6847534179688, 418.3363037109375, 488.56097412109375, 517.5057373046875), (1012.4285888671875, 421.18780517578125, 490.6123046875, 519.6255493164062), (1009.2310180664062, 424.13739013671875, 492.69952392578125, 522.1101684570312), (1006.3184814453125, 427.4559326171875, 494.4705810546875, 524.7650756835938), (1006.3184814453125, 427.4559326171875, 494.4705810546875, 524.7650756835938), (1002.4425048828125, 430.83868408203125, 497.2508544921875, 525.6380615234375), (998.680908203125, 434.09710693359375, 499.9312744140625, 528.2492065429688), (996.1917724609375, 436.3972473144531, 500.1783447265625, 531.7152099609375), (994.1124877929688, 439.33984375, 501.90618896484375, 533.1668090820312), (993.1543579101562, 441.9161071777344, 503.32354736328125, 535.6610107421875)]",identify wound,P05_23/frame_000008
frame_000009,"[(840.4577331542969, 891.727783203125), (837.2084350585938, 894.0245361328125), (833.6786804199219, 896.1947021484375), (833.6786804199219, 896.1947021484375), (830.1939392089844, 898.7917175292969), (826.8763427734375, 902.3782348632812), (823.9045715332031, 903.1865539550781), (823.2140197753906, 905.1174621582031), (820.6524963378906, 908.4242248535156), (820.6524963378906, 908.4242248535156)]","[(1182.118408203125, 736.4198303222656), (1179.6673583984375, 740.2260437011719), (1176.97265625, 744.5097045898438), (1176.97265625, 744.5097045898438), (1174.3294677734375, 748.7122802734375), (1171.9674682617188, 752.8866271972656), (1169.3584594726562, 755.8123779296875), (1168.5459289550781, 759.3367309570312), (1167.2436828613281, 763.1392211914062), (1167.2436828613281, 763.1392211914062)]","[(736.655029296875, 794.1499633789062, 207.60540771484375, 195.1556396484375), (732.8451538085938, 795.8946533203125, 208.7265625, 196.259765625), (728.8681030273438, 797.7145385742188, 209.62115478515625, 196.9603271484375), (728.8681030273438, 797.7145385742188, 209.62115478515625, 196.9603271484375), (724.7522583007812, 799.5658569335938, 210.88336181640625, 198.45172119140625), (720.6986083984375, 802.3250122070312, 212.35546875, 200.1064453125), (717.5209350585938, 802.9879150390625, 212.76727294921875, 200.39727783203125), (716.7294921875, 804.2387084960938, 212.96905517578125, 201.75750732421875), (713.4720458984375, 807.0208740234375, 214.36090087890625, 202.80670166015625), (713.4720458984375, 807.0208740234375, 214.36090087890625, 202.80670166015625)]","[(1038.79638671875, 590.7640991210938, 286.64404296875, 291.31146240234375), (1035.693115234375, 593.8593139648438, 287.948486328125, 292.73345947265625), (1032.0611572265625, 597.5226440429688, 289.822998046875, 293.97412109375), (1032.0611572265625, 597.5226440429688, 289.822998046875, 293.97412109375), (1028.8841552734375, 600.8619995117188, 290.890625, 295.7005615234375), (1026.0250244140625, 604.1133422851562, 291.8848876953125, 297.54656982421875), (1022.92529296875, 606.7770385742188, 292.8663330078125, 298.0706787109375), (1021.9668579101562, 609.3624267578125, 293.15814208984375, 299.9486083984375), (1019.9682006835938, 612.5767822265625, 294.55096435546875, 301.1248779296875), (1019.9682006835938, 612.5767822265625, 294.55096435546875, 301.1248779296875)]",identify wound,P05_23/frame_000009
frame_000010,"[(837.5386352539062, 887.1897583007812), (834.3985900878906, 889.5198059082031), (834.3985900878906, 889.5198059082031), (831.1214904785156, 892.0623474121094), (827.7539978027344, 893.994140625), (824.6951599121094, 895.3407592773438), (823.666259765625, 898.7934875488281), (821.3236999511719, 900.8337707519531), (821.3236999511719, 900.8337707519531), (819.8152160644531, 902.9625549316406)]","[(1181.950439453125, 735.8958129882812), (1179.5225219726562, 740.0423889160156), (1179.5225219726562, 740.0423889160156), (1177.1867065429688, 744.1442565917969), (1174.2760009765625, 748.0563049316406), (1171.5255737304688, 751.2249755859375), (1171.083984375, 754.8776245117188), (1169.507568359375, 758.3946228027344), (1169.507568359375, 758.3946228027344), (1168.8623046875, 761.9830627441406)]","[(735.9404296875, 791.5399169921875, 203.1964111328125, 191.2996826171875), (732.2982177734375, 793.3090209960938, 204.20074462890625, 192.42156982421875), (732.2982177734375, 793.3090209960938, 204.20074462890625, 192.42156982421875), (728.4194946289062, 795.4290161132812, 205.40399169921875, 193.26666259765625), (724.6604614257812, 796.7539672851562, 206.18707275390625, 194.4803466796875), (721.3883056640625, 797.7216186523438, 206.61370849609375, 195.23828125), (719.9295654296875, 800.8269653320312, 207.473388671875, 195.93304443359375), (717.0469360351562, 802.0221557617188, 208.55352783203125, 197.62322998046875), (717.0469360351562, 802.0221557617188, 208.55352783203125, 197.62322998046875), (715.0911254882812, 804.1329956054688, 209.44818115234375, 197.65911865234375)]","[(1041.714111328125, 593.0571899414062, 280.47265625, 285.67724609375), (1038.6837158203125, 596.4529418945312, 281.6776123046875, 287.17889404296875), (1038.6837158203125, 596.4529418945312, 281.6776123046875, 287.17889404296875), (1035.66845703125, 600.0521240234375, 283.0364990234375, 288.18426513671875), (1032.1927490234375, 603.1380004882812, 284.16650390625, 289.83660888671875), (1028.8814697265625, 605.7171630859375, 285.2882080078125, 291.015625), (1028.3311767578125, 609.0253295898438, 285.505615234375, 291.70458984375), (1026.0869140625, 611.4786376953125, 286.84130859375, 293.83197021484375), (1026.0869140625, 611.4786376953125, 286.84130859375, 293.83197021484375), (1024.9068603515625, 615.1148681640625, 287.910888671875, 293.73638916015625)]",identify wound,P05_23/frame_000010
