frame,left_hand,right_hand,left_bbox,right_bbox,text,video_id
frame_000001,"[(1086.8490905761719, 561.6006317138672), (1087.5875854492188, 561.9630279541016), (1088.8873596191406, 563.5610656738281), (1089.8829345703125, 566.4951477050781), (1092.2368469238281, 569.5032348632812), (1092.2368469238281, 569.5032348632812), (1096.32275390625, 571.6380920410156), (1101.9338989257812, 574.8417663574219), (1111.9098205566406, 576.0597076416016), (1120.1356506347656, 579.2636108398438)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(931.2962036132812, 377.5252380371094, 311.10577392578125, 368.1507873535156), (931.6881103515625, 377.1366882324219, 311.7989501953125, 369.6526794433594), (932.5597534179688, 377.85980224609375, 312.65521240234375, 371.40252685546875), (932.210693359375, 379.99505615234375, 315.344482421875, 373.00018310546875), (933.3967895507812, 382.374267578125, 317.68011474609375, 374.2579345703125), (933.3967895507812, 382.374267578125, 317.68011474609375, 374.2579345703125), (936.7398681640625, 383.6075439453125, 319.165771484375, 376.06109619140625), (941.49169921875, 386.14166259765625, 320.8843994140625, 377.40020751953125), (951.6415405273438, 385.9894714355469, 320.53656005859375, 380.1404724121094), (955.6093139648438, 386.9737548828125, 329.05267333984375, 384.5797119140625)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000001
frame_000002,"[(1017.0149841308594, 564.5357055664062), (1019.2955627441406, 565.79736328125), (1019.5606689453125, 567.6360321044922), (1022.4053955078125, 570.2355194091797), (1022.4053955078125, 570.2355194091797), (1026.58984375, 572.9878540039062), (1031.5409240722656, 575.3265838623047), (1038.4397277832031, 574.9377593994141), (1051.7806091308594, 579.6696014404297), (1063.2095031738281, 579.1438903808594)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(868.4879760742188, 388.32086181640625, 297.05401611328125, 352.4296875), (871.1582641601562, 389.14630126953125, 296.27459716796875, 353.3021240234375), (869.6014404296875, 389.5963439941406, 299.91845703125, 356.0793762207031), (871.57861328125, 391.5674743652344, 301.653564453125, 357.3360900878906), (871.57861328125, 391.5674743652344, 301.653564453125, 357.3360900878906), (875.284912109375, 393.54718017578125, 302.60986328125, 358.88134765625), (879.0835571289062, 394.7350769042969, 304.91473388671875, 361.1830139160156), (884.3615112304688, 391.9658508300781, 308.15643310546875, 365.9438171386719), (897.5003051757812, 396.0536193847656, 308.56060791015625, 367.2319641113281), (906.5736694335938, 394.53900146484375, 313.27166748046875, 369.20977783203125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000002
frame_000003,"[(955.0878601074219, 537.8487243652344), (956.9267883300781, 540.0906829833984), (958.3981628417969, 542.0519409179688), (958.3981628417969, 542.0519409179688), (963.8912048339844, 544.4446716308594), (968.1390380859375, 547.0011901855469), (976.9730529785156, 548.2978210449219), (987.4967041015625, 548.5635070800781), (999.3291015625, 547.4443511962891), (999.3291015625, 547.4443511962891)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(803.6879272460938, 357.81060791015625, 302.79986572265625, 360.07623291015625), (804.9417114257812, 359.1200256347656, 303.97015380859375, 361.9413146972656), (805.0438842773438, 360.219970703125, 306.70855712890625, 363.6639404296875), (805.0438842773438, 360.219970703125, 306.70855712890625, 363.6639404296875), (810.8978881835938, 362.267578125, 305.98663330078125, 364.35418701171875), (813.5665283203125, 363.508544921875, 309.14501953125, 366.98529052734375), (821.4176635742188, 363.45489501953125, 311.11077880859375, 369.68585205078125), (831.03955078125, 362.43450927734375, 312.914306640625, 372.25799560546875), (840.791259765625, 360.2038269042969, 317.07568359375, 374.4810485839844), (840.791259765625, 360.2038269042969, 317.07568359375, 374.4810485839844)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000003
frame_000004,"[(896.024658203125, 528.2487030029297), (896.9481201171875, 530.2879638671875), (896.9481201171875, 530.2879638671875), (901.0437316894531, 531.4479675292969), (907.6570739746094, 534.2511596679688), (915.6290893554688, 535.3866424560547), (925.6629028320312, 536.4458923339844), (938.8948974609375, 536.3496246337891), (938.8948974609375, 536.3496246337891), (949.2059020996094, 533.3525848388672)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(744.69091796875, 348.2583312988281, 302.66748046875, 359.9807434082031), (744.19189453125, 349.2503662109375, 305.512451171875, 362.0751953125), (744.19189453125, 349.2503662109375, 305.512451171875, 362.0751953125), (748.0947875976562, 349.6126708984375, 305.89788818359375, 363.67059326171875), (754.1818237304688, 351.51531982421875, 306.95050048828125, 365.4716796875), (761.1553955078125, 351.4985656738281, 308.9473876953125, 367.7761535644531), (770.1690673828125, 351.12347412109375, 310.9876708984375, 370.64483642578125), (781.64794921875, 349.1002502441406, 314.493896484375, 374.4987487792969), (781.64794921875, 349.1002502441406, 314.493896484375, 374.4987487792969), (789.6846313476562, 344.1734313964844, 319.04254150390625, 378.3583068847656)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000004
frame_000005,"[(846.3712463378906, 517.5000152587891), (846.3712463378906, 517.5000152587891), (850.6556091308594, 519.66552734375), (854.0477294921875, 519.6287536621094), (860.4583740234375, 522.9404449462891), (871.4687805175781, 523.6484985351562), (885.5372924804688, 520.8214263916016), (885.5372924804688, 520.8214263916016), (892.5555114746094, 524.0810089111328), (907.9311828613281, 521.8101806640625)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(691.867431640625, 333.9068908691406, 309.00762939453125, 367.1862487792969), (691.867431640625, 333.9068908691406, 309.00762939453125, 367.1862487792969), (696.0101318359375, 335.33697509765625, 309.29095458984375, 368.6571044921875), (697.1154174804688, 333.92236328125, 313.8646240234375, 371.41278076171875), (702.53125, 335.8388977050781, 315.854248046875, 374.2030944824219), (712.8573608398438, 334.5272216796875, 317.22283935546875, 378.2425537109375), (725.55322265625, 331.1932678222656, 319.9681396484375, 379.2563171386719), (725.55322265625, 331.1932678222656, 319.9681396484375, 379.2563171386719), (726.6664428710938, 331.1165466308594, 331.77813720703125, 385.9289245605469), (740.4877319335938, 326.925537109375, 334.88690185546875, 389.769287109375)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000005
frame_000006,"[(769.5, 506.0), (772.3278198242188, 506.91709899902344), (775.6044006347656, 508.7970886230469), (787.3916320800781, 509.340576171875), (794.0059814453125, 508.3212890625), (803.3914794921875, 510.37750244140625), (803.3914794921875, 510.37750244140625), (814.2918701171875, 507.1051940917969), (832.3529052734375, 505.06829833984375), (840.7518005371094, 507.7161102294922)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(613.0, 320.0, 313.0, 372.0), (615.1934204101562, 319.8059387207031, 314.268798828125, 374.2223205566406), (616.5499877929688, 319.98663330078125, 318.10882568359375, 377.62091064453125), (629.1270751953125, 320.12738037109375, 316.52911376953125, 378.4263916015625), (633.747314453125, 316.3062744140625, 320.517333984375, 384.030029296875), (640.3215942382812, 315.87847900390625, 326.1397705078125, 388.998046875), (640.3215942382812, 315.87847900390625, 326.1397705078125, 388.998046875), (648.6655883789062, 311.23431396484375, 331.2525634765625, 391.74176025390625), (668.189697265625, 309.333251953125, 328.326416015625, 391.4700927734375), (669.8401489257812, 308.8596496582031, 341.82330322265625, 397.7129211425781)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000006
frame_000007,"[(724.1237182617188, 502.7020721435547), (727.0143737792969, 504.4158172607422), (739.106201171875, 504.74505615234375), (744.8306884765625, 503.39537048339844), (753.4268188476562, 505.3343811035156), (753.4268188476562, 505.3343811035156), (764.2140197753906, 501.6567077636719), (782.0694580078125, 499.2201232910156), (789.7223815917969, 501.66099548339844), (823.8021240234375, 506.6452331542969)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(563.948974609375, 311.5462951660156, 320.3494873046875, 382.3115539550781), (564.8431396484375, 311.4734802246094, 324.34246826171875, 385.8846740722656), (577.8722534179688, 311.42926025390625, 322.4678955078125, 386.631591796875), (581.32861328125, 307.1321716308594, 327.004150390625, 392.5263977050781), (586.9553833007812, 306.4134521484375, 332.94287109375, 397.84185791015625), (586.9553833007812, 306.4134521484375, 332.94287109375, 397.84185791015625), (595.2667846679688, 301.337158203125, 337.89447021484375, 400.63909912109375), (614.5184326171875, 299.047607421875, 335.10205078125, 400.34503173828125), (615.2728881835938, 298.1753845214844, 348.89898681640625, 406.9712219238281), (650.9218139648438, 305.41070556640625, 345.7606201171875, 402.46905517578125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000007
frame_000008,"[(665.5795135498047, 503.6277313232422), (678.0705261230469, 502.8248596191406), (680.9153747558594, 501.4907989501953), (695.8963623046875, 501.07725524902344), (695.8963623046875, 501.07725524902344), (709.4844665527344, 499.4654846191406), (724.9949340820312, 499.81536865234375), (744.6280212402344, 500.5662536621094), (749.2226257324219, 498.49916076660156), (760.2120971679688, 498.8381652832031)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(506.2356872558594, 315.8194885253906, 318.6876525878906, 375.6164855957031), (519.880615234375, 314.51593017578125, 316.37982177734375, 376.61785888671875), (519.6154174804688, 310.4452209472656, 322.59991455078125, 382.0911560058594), (532.224853515625, 308.4079895019531, 327.343017578125, 385.3385314941406), (532.224853515625, 308.4079895019531, 327.343017578125, 385.3385314941406), (546.271728515625, 304.50982666015625, 326.42547607421875, 389.91131591796875), (558.3145751953125, 305.29351806640625, 333.3607177734375, 389.043701171875), (579.2042236328125, 304.0721435546875, 330.84759521484375, 392.98822021484375), (580.7012329101562, 299.8849792480469, 337.04278564453125, 397.2283630371094), (586.858154296875, 298.248779296875, 346.7078857421875, 401.17877197265625)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000008
frame_000009,"[(646.8645782470703, 496.81056213378906), (653.4619140625, 495.3717956542969), (663.9520263671875, 494.0097351074219), (663.9520263671875, 494.0097351074219), (676.8393859863281, 492.8170166015625), (689.800048828125, 493.1378936767578), (701.5848388671875, 490.87522888183594), (718.0083312988281, 492.5075225830078), (732.5719299316406, 491.958740234375), (732.5719299316406, 491.958740234375)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(488.5652160644531, 309.1094665527344, 316.5987243652344, 375.4021911621094), (492.9361572265625, 305.67791748046875, 321.051513671875, 379.38775634765625), (501.8363037109375, 302.3040771484375, 324.2314453125, 383.41131591796875), (501.8363037109375, 302.3040771484375, 324.2314453125, 383.41131591796875), (513.4644165039062, 299.45684814453125, 326.74993896484375, 386.7203369140625), (524.081787109375, 297.5110778808594, 331.4365234375, 391.2536315917969), (534.0366821289062, 294.9238586425781, 335.0963134765625, 391.9027404785156), (551.80322265625, 295.5202331542969, 332.41021728515625, 393.9745788574219), (563.1196899414062, 292.9278564453125, 338.90447998046875, 398.061767578125), (563.1196899414062, 292.9278564453125, 338.90447998046875, 398.061767578125)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000009
frame_000010,"[(633.6527099609375, 481.4398498535156), (634.1687774658203, 479.3318328857422), (634.1687774658203, 479.3318328857422), (659.2376403808594, 477.9813995361328), (665.5393371582031, 476.889404296875), (673.3261108398438, 475.4781799316406), (684.8680725097656, 476.8054962158203), (710.7126770019531, 477.62171936035156), (710.7126770019531, 477.62171936035156), (739.9040832519531, 478.37843322753906)]","[10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000, 10000]","[(478.66851806640625, 297.3294677734375, 309.9683837890625, 368.22076416015625), (473.9039611816406, 291.7251892089844, 320.5296325683594, 375.2132873535156), (473.9039611816406, 291.7251892089844, 320.5296325683594, 375.2132873535156), (501.151611328125, 290.4882507324219, 316.17205810546875, 374.9862976074219), (505.03436279296875, 287.4151611328125, 321.00994873046875, 378.948486328125), (509.552490234375, 282.43890380859375, 327.5472412109375, 386.07855224609375), (515.9998779296875, 281.7037048339844, 337.73638916015625, 390.2035827636719), (545.6796264648438, 283.4286804199219, 330.06610107421875, 388.3860778808594), (545.6796264648438, 283.4286804199219, 330.06610107421875, 388.3860778808594), (573.6912841796875, 285.4113464355469, 332.42559814453125, 385.9341735839844)]","[(10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000), (10000, 10000, 10000, 10000)]",identify landmark,P04_29/frame_000010
